01200001,"-50.0, -50.0, 66.85044985103329, 0.0"
01200010,"-50.0, 259.1561369856902, 35.48391237062849, -50.0"
01200011,"0.0, 0.0, 0.0, 0.0"
01200100,"-50.0, 194.43488959144284, -50.0, 42.61194652836916"
01200101,"-50.0, -50.0, -50.0, 36.921319353207636"
01200110,"-50.0, 124.77292164957711, -50.0, -50.0"
01200111,"-50.0, 0.0, -50.0, -50.0"
01201000,"0.0, 0.0, 0.0, 0.0"
01201001,"0.0, 0.0, 0.0, 0.0"
01201010,"0.0, 0.0, 0.0, 0.0"
01201011,"0.0, 0.0, 0.0, 0.0"
01201100,"0.0, 0.0, 0.0, 0.0"
01201101,"0.0, 0.0, 0.0, 0.0"
01201110,"0.0, 0.0, 0.0, 0.0"
01201111,"0.0, 0.0, 0.0, 0.0"
01210000,"0.0, 0.0, 0.0, 0.0"
01210001,"0.0, 0.0, 0.0, 0.0"
01210010,"0.0, 0.0, 0.0, 0.0"
01210011,"0.0, 0.0, 0.0, 0.0"
01210100,"0.0, 0.0, 0.0, 0.0"
01210101,"0.0, 0.0, 0.0, 0.0"
01210110,"0.0, 0.0, 0.0, 0.0"
01210111,"0.0, 0.0, 0.0, 0.0"
01211000,"0.0, 0.0, 0.0, 0.0"
01211001,"0.0, 0.0, 0.0, 0.0"
01211010,"0.0, 0.0, 0.0, 0.0"
01211011,"0.0, 0.0, 0.0, 0.0"
01211100,"0.0, 0.0, 0.0, 0.0"
01211101,"0.0, 0.0, 0.0, 0.0"
01211110,"0.0, 0.0, 0.0, 0.0"
01211111,"0.0, 0.0, 0.0, 0.0"
01220000,"0.0, 0.0, 0.0, 0.0"
01220001,"-50.0, -50.0, 18.365300540336477, 60.47273310902027"
01220010,"-50.0, 106.12049102256807, -8.91532471694542, -50.0"
01220011,"0.0, 0.0, 0.0, 0.0"
01220100,"-50.0, 88.9149213179025, -50.0, -12.65722689920618"
01220101,"-87.5, -50.0, -85.72476557228836, 62.1084262388346"
01220110,"-50.0, 36.23165074055881, -50.0, -50.0"
01220111,"-87.5, -75.0, -75.0, -87.5"
01221000,"0.0, 0.0, 0.0, 0.0"
01221001,"0.0, 0.0, 0.0, 0.0"
01221010,"0.0, 0.0, 0.0, 0.0"
01221011,"0.0, 0.0, 0.0, 0.0"
01221100,"0.0, 0.0, 0.0, 0.0"
01221101,"0.0, 0.0, 0.0, 0.0"
01221110,"0.0, 0.0, 0.0, 0.0"
01221111,"0.0, 0.0, 0.0, 0.0"
02000000,"0.0, 0.0, 0.0, 0.0"
02000001,"0.0, 0.0, 0.0, 0.0"
02000010,"0.0, 0.0, 0.0, 0.0"
02000011,"0.0, 0.0, 0.0, 0.0"
02000100,"0.0, 0.0, 0.0, 0.0"
02000101,"0.0, 0.0, 0.0, 0.0"
02000110,"0.0, 0.0, 0.0, 0.0"
02000111,"0.0, 0.0, 0.0, 0.0"
02001000,"0.0, 0.0, 0.0, 0.0"
02001001,"0.0, 0.0, 0.0, 0.0"
02001010,"0.0, 0.0, 0.0, 0.0"
02001011,"0.0, 0.0, 0.0, 0.0"
02001100,"0.0, 0.0, 0.0, 0.0"
02001101,"0.0, 0.0, 0.0, 0.0"
02001110,"0.0, 0.0, 0.0, 0.0"
02001111,"0.0, 0.0, 0.0, 0.0"
02010000,"0.0, 0.0, 0.0, 0.0"
02010001,"138.25230146876493, -50.0, -50.0, 22.543062958394966"
02010010,"196.02395112500946, 31.13330666435677, -50.0, -50.0"
02010011,"0.0, 0.0, 0.0, 0.0"
02010100,"0.0, 0.0, 0.0, 0.0"
02010101,"0.0, 0.0, 0.0, 0.0"
02010110,"0.0, 0.0, 0.0, 0.0"
02010111,"0.0, 0.0, 0.0, 0.0"
02011000,"-50.0, 39.88283422161108, -50.0, -24.098923746074465"
02011001,"-84.10915464823248, -75.0, -75.0, 20.496359218493623"
02011010,"-75.0, 34.631273605549296, -87.5, -50.0"
02011011,"-75.0, -87.5, -75.0, -87.5"
02011100,"0.0, 0.0, 0.0, 0.0"
02011101,"0.0, 0.0, 0.0, 0.0"
02011110,"0.0, 0.0, 0.0, 0.0"
02011111,"0.0, 0.0, 0.0, 0.0"
02020000,"0.0, 0.0, 0.0, 0.0"
02020001,"0.0, 0.0, 0.0, 0.0"
02020010,"0.0, 0.0, 0.0, 0.0"
02020011,"0.0, 0.0, 0.0, 0.0"
02020100,"0.0, 0.0, 0.0, 0.0"
02020101,"0.0, 0.0, 0.0, 0.0"
02020110,"0.0, 0.0, 0.0, 0.0"
02020111,"0.0, 0.0, 0.0, 0.0"
02021000,"0.0, 0.0, 0.0, 0.0"
02021001,"0.0, 0.0, 0.0, 0.0"
02021010,"0.0, 0.0, 0.0, 0.0"
02021011,"0.0, 0.0, 0.0, 0.0"
02021100,"0.0, 0.0, 0.0, 0.0"
02021101,"0.0, 0.0, 0.0, 0.0"
02021110,"0.0, 0.0, 0.0, 0.0"
02021111,"0.0, 0.0, 0.0, 0.0"
02100000,"0.0, 0.0, 0.0, 0.0"
02100001,"35.19354580026119, -50.0, -50.0, 187.726264931468"
02100010,"12.165178453599525, 16.086465460701476, 0.0, -50.0"
02100011,"0.0, 0.0, 0.0, 0.0"
02100100,"0.0, 0.0, 0.0, 0.0"
02100101,"0.0, 0.0, 0.0, 0.0"
02100110,"0.0, 0.0, 0.0, 0.0"
02100111,"0.0, 0.0, 0.0, 0.0"
02101000,"-50.0, 19.196853968529062, -50.0, 224.48721421900876"
02101001,"-50.0, -50.0, -50.0, 117.22869080868195"
02101010,"-50.0, 19.689312035939388, -50.0, -70.0"
02101011,"-50.0, -50.0, -50.0, -75.0"
02101100,"0.0, 0.0, 0.0, 0.0"
02101101,"0.0, 0.0, 0.0, 0.0"
02101110,"0.0, 0.0, 0.0, 0.0"
02101111,"0.0, 0.0, 0.0, 0.0"
02110000,"0.0, 0.0, 0.0, 0.0"
02110001,"-3.9405975002680265, -50.0, -50.0, 130.99562267447507"
02110010,"-12.130742648721672, 49.91155698728864, -50.0, -50.0"
02110011,"17.848081612975584, -50.0, 0.0, -50.0"
02110100,"0.0, 0.0, 0.0, 0.0"
02110101,"0.0, 0.0, 0.0, 0.0"
02110110,"0.0, 0.0, 0.0, 0.0"
02110111,"0.0, 0.0, 0.0, 0.0"
02111000,"-50.0, -35.45385180316683, -50.0, 25.757743159493348"
02111001,"-75.0, -87.5, -75.0, 12.187559797972524"
02111010,"-73.26263982739515, -39.008018243561786, -75.0, -75.0"
02111011,"-99.951171875, -99.951171875, -99.90234375, -99.90234375"
02111100,"0.0, 0.0, 0.0, 0.0"
02111101,"0.0, 0.0, 0.0, 0.0"
02111110,"0.0, 0.0, 0.0, 0.0"
02111111,"0.0, 0.0, 0.0, 0.0"
02120000,"0.0, 0.0, 0.0, 0.0"
02120001,"0.0, 0.0, 0.0, 0.0"
02120010,"0.0, 0.0, 0.0, 0.0"
02120011,"0.0, 0.0, 0.0, 0.0"
02120100,"0.0, 0.0, 0.0, 0.0"
02120101,"0.0, 0.0, 0.0, 0.0"
02120110,"0.0, 0.0, 0.0, 0.0"
02120111,"0.0, 0.0, 0.0, 0.0"
02121000,"0.0, 0.0, 0.0, 0.0"
02121001,"0.0, 0.0, 0.0, 0.0"
02121010,"0.0, 0.0, 0.0, 0.0"
02121011,"0.0, 0.0, 0.0, 0.0"
02121100,"0.0, 0.0, 0.0, 0.0"
02121101,"0.0, 0.0, 0.0, 0.0"
02121110,"0.0, 0.0, 0.0, 0.0"
02121111,"0.0, 0.0, 0.0, 0.0"
02200000,"0.0, 0.0, 0.0, 0.0"
02200001,"23.625798642386272, -50.0, -50.0, 19.45424839299227"
02200010,"39.71409888661268, 199.31748510635268, -50.0, -50.0"
02200011,"0.0, 0.0, 0.0, 0.0"
02200100,"0.0, 0.0, 0.0, 0.0"
02200101,"0.0, 0.0, 0.0, 0.0"
02200110,"0.0, 0.0, 0.0, 0.0"
02200111,"0.0, 0.0, 0.0, 0.0"
02201000,"-50.0, 187.19296266618318, -50.0, -9.449778858165647"
02201001,"0.0, 0.0, 0.0, 18.71508221602772"
02201010,"-50.0, 136.89908664757763, -50.0, -50.0"
02201011,"-50.0, -50.0, -75.0, -75.0"
02201100,"0.0, 0.0, 0.0, 0.0"
02201101,"0.0, 0.0, 0.0, 0.0"
02201110,"0.0, 0.0, 0.0, 0.0"
02201111,"0.0, 0.0, 0.0, 0.0"
02210000,"0.0, 0.0, 0.0, 0.0"
02210001,"-24.291267714986695, -50.0, -50.0, 37.86466513743495"
02210010,"105.94892210381639, 30.27945016243551, -50.0, -50.0"
02210011,"-36.12178396028639, -50.0, -50.0, -50.0"
02210100,"0.0, 0.0, 0.0, 0.0"
02210101,"0.0, 0.0, 0.0, 0.0"
02210110,"0.0, 0.0, 0.0, 0.0"
02210111,"0.0, 0.0, 0.0, 0.0"
02211000,"-50.0, 52.84251119224167, -50.0, -19.53404503090571"
02211001,"-87.5, -75.0, -87.5, 9.884856825530123"
02211010,"-87.5, 64.74857460372522, -75.0, -50.0"
02211011,"-99.94140625, -99.90234375, -99.90234375, -99.81548586226127"
02211100,"0.0, 0.0, 0.0, 0.0"
02211101,"0.0, 0.0, 0.0, 0.0"
02211110,"0.0, 0.0, 0.0, 0.0"
02211111,"0.0, 0.0, 0.0, 0.0"
02220000,"0.0, 0.0, 0.0, 0.0"
02220001,"0.0, 0.0, 0.0, 0.0"
02220010,"0.0, 0.0, 0.0, 0.0"
02220011,"0.0, 0.0, 0.0, 0.0"
02220100,"0.0, 0.0, 0.0, 0.0"
02220101,"0.0, 0.0, 0.0, 0.0"
02220110,"0.0, 0.0, 0.0, 0.0"
02220111,"0.0, 0.0, 0.0, 0.0"
02221000,"0.0, 0.0, 0.0, 0.0"
02221001,"0.0, 0.0, 0.0, 0.0"
02221010,"0.0, 0.0, 0.0, 0.0"
02221011,"0.0, 0.0, 0.0, 0.0"
02221100,"0.0, 0.0, 0.0, 0.0"
02221101,"0.0, 0.0, 0.0, 0.0"
02221110,"0.0, 0.0, 0.0, 0.0"
02221111,"0.0, 0.0, 0.0, 0.0"
10000000,"0.0, 0.0, 0.0, 0.0"
10000001,"0.0, 0.0, 0.0, 0.0"
10000010,"0.0, 0.0, 0.0, 0.0"
10000011,"0.0, 0.0, 0.0, 0.0"
10000100,"0.0, 0.0, 0.0, 0.0"
10000101,"0.0, 0.0, 0.0, 0.0"
10000110,"0.0, 0.0, 0.0, 0.0"
10000111,"0.0, 0.0, 0.0, 0.0"
10001000,"0.0, 0.0, 0.0, 0.0"
10001001,"0.0, 0.0, 0.0, 0.0"
10001010,"0.0, 0.0, 0.0, 0.0"
10001011,"0.0, 0.0, 0.0, 0.0"
10001100,"0.0, 0.0, 0.0, 0.0"
10001101,"0.0, 0.0, 0.0, 0.0"
10001110,"0.0, 0.0, 0.0, 0.0"
10001111,"0.0, 0.0, 0.0, 0.0"
10010000,"0.0, 0.0, 0.0, 0.0"
10010001,"188.14031220050248, -50.0, 14.413259255223222, -50.0"
10010010,"0.0, 0.0, 0.0, 0.0"
10010011,"0.0, 0.0, 0.0, 0.0"
10010100,"228.36024150972776, 34.99408295654849, -96.875, -93.75"
10010101,"149.75617919928777, -98.4375, -69.27711823169778, -98.4375"
10010110,"0.0, 0.0, 0.0, 0.0"
10010111,"0.0, 0.0, 0.0, 0.0"
10011000,"-50.0, 14.755801985845443, 8.859361964364393, -50.0"
10011001,"-50.0, 0.0, 19.567103123134864, -50.0"
10011010,"0.0, 0.0, 0.0, 0.0"
10011011,"0.0, 0.0, 0.0, 0.0"
10011100,"0.0, 23.862900025947784, -50.0, 0.0"
10011101,"-50.0, -50.0, -50.0, -50.0"
10011110,"0.0, 0.0, 0.0, 0.0"
10011111,"0.0, 0.0, 0.0, 0.0"
10020000,"0.0, 0.0, 0.0, 0.0"
10020001,"8.296803147752602, -50.0, 188.56826666623328, -50.0"
10020010,"0.0, 0.0, 0.0, 0.0"
10020011,"0.0, 0.0, 0.0, 0.0"
10020100,"14.38810940338589, 17.872488911048585, -50.0, -50.0"
10020101,"34.12721977373244, -50.0, -75.0, -50.0"
10020110,"0.0, 0.0, 0.0, 0.0"
10020111,"0.0, 0.0, 0.0, 0.0"
10021000,"-50.0, 84.79598225845803, 199.1494090143267, -50.0"
10021001,"-50.0, -50.0, 196.24585161546128, -50.0"
10021010,"0.0, 0.0, 0.0, 0.0"
10021011,"0.0, 0.0, 0.0, 0.0"
10021100,"0.0, 0.0, 0.0, 0.0"
10021101,"-75.0, -50.0, -75.0, -75.0"
10021110,"0.0, 0.0, 0.0, 0.0"
10021111,"0.0, 0.0, 0.0, 0.0"
10100000,"0.0, 0.0, 0.0, 0.0"
10100001,"0.0, 0.0, 0.0, 0.0"
10100010,"0.0, 0.0, 0.0, 0.0"
10100011,"0.0, 0.0, 0.0, 0.0"
10100100,"0.0, 0.0, 0.0, 0.0"
10100101,"0.0, 0.0, 0.0, 0.0"
10100110,"0.0, 0.0, 0.0, 0.0"
10100111,"0.0, 0.0, 0.0, 0.0"
10101000,"0.0, 0.0, 0.0, 0.0"
10101001,"0.0, 0.0, 0.0, 0.0"
10101010,"0.0, 0.0, 0.0, 0.0"
10101011,"0.0, 0.0, 0.0, 0.0"
10101100,"0.0, 0.0, 0.0, 0.0"
